,EmployeeID,EmployeeName,Education,EducationField,Department,JobRole,SelfRating,self_rating_category,ManagerRating,manager_rating_category,Salary,MaritalStatus,Ethnicity,Gender,Age,YearsAtCompany,TrainingOpportunitiesTaken,education_sorter
617,DBF0-2EA3,Kaitlyn Ernshaw,Master's Degree,Computer Science,Technology,Senior Software Engineer,4.75,Excellent,4.5,Excellent,56302,Married,White,Female,27,6,0,2
618,8AAD-FAFB,Alethea Heeney,Bachelor's Degree,Marketing,Sales,Sales Executive,3.8,Above Average,3.4,Average,130774,Divorced,Asian or Asian American,Female,24,4,2,3
619,28EA-A010,Meara Mahony,High School,Marketing,Sales,Sales Executive,4.1,Above Average,3.5,Above Average,149390,Single,Asian or Asian American,Female,26,3,1,4
620,6A09-C910,Arri Brooking,Master's Degree,Computer Science,Technology,Software Engineer,4.5,Excellent,4.0,Above Average,35270,Divorced,Mixed or multiple ethnic groups,Male,24,6,0,2
621,ADF8-AD57,Trip Bennell,Bachelor's Degree,Computer Science,Technology,Data Scientist,4.0,Above Average,3.6,Above Average,20387,Single,White,Male,27,0,2,3
622,C292-EC0C,Rosamond Mattaser,High School,Computer Science,Technology,Software Engineer,3.75,Above Average,3.25,Average,27219,Divorced,White,Non-Binary,26,6,0,4
623,CD7F-377F,Kendricks Tribe,Bachelor's Degree,Marketing,Sales,Sales Executive,3.5,Above Average,2.5,Average,46283,Married,Black or African American,Male,25,6,2,3
624,AF11-04C3,Joni Byre,Master's Degree,Marketing,Sales,Manager,3.5,Above Average,3.0,Average,149813,Married,American Indian or Alaska Native,Female,27,6,0,2
625,D31B-BEF8,Bent Plumridege,Master's Degree,Marketing,Sales,Sales Representative,3.7,Above Average,3.1,Average,28090,Single,Mixed or multiple ethnic groups,Male,25,0,0,2
626,596B-33F4,Shell McPeck,Bachelor's Degree,Computer Science,Technology,Data Scientist,4.0,Above Average,3.8,Above Average,30207,Divorced,White,Male,26,5,2,3
627,0B72-0EE6,Noll Antoniottii,Master's Degree,Computer Science,Technology,Senior Software Engineer,3.25,Average,3.0,Average,70849,Married,White,Male,24,6,1,2
628,C661-6A1C,Joeann Batrop,No Formal Qualifications,Business Studies,Technology,Software Engineer,3.7,Above Average,3.4,Average,40314,Single,Mixed or multiple ethnic groups,Female,25,3,0,5
629,4C41-7F73,Libby Mustoe,Bachelor's Degree,Computer Science,Technology,Machine Learning Engineer,4.0,Above Average,3.25,Average,94318,Divorced,White,Female,24,6,2,3
630,5D69-D350,Lyle Waby,Bachelor's Degree,Information Systems,Technology,Data Scientist,3.8,Above Average,3.3,Average,104649,Divorced,White,Male,24,4,2,3
631,7845-EF8F,Marshal Goodbur,Bachelor's Degree,Information Systems,Technology,Engineering Manager,3.75,Above Average,3.0,Average,292500,Married,Mixed or multiple ethnic groups,Male,27,6,3,3
632,8766-F1E7,Jonathon Lovie,Master's Degree,Information Systems,Technology,Machine Learning Engineer,3.7,Above Average,3.2,Average,130434,Married,White,Male,25,0,2,2
633,79D0-C935,Madelle Robak,No Formal Qualifications,Information Systems,Technology,Software Engineer,4.25,Above Average,4.25,Above Average,37423,Single,White,Female,27,6,0,5
634,6AD1-5EE8,Donetta Duberry,Bachelor's Degree,Information Systems,Technology,Data Scientist,3.5,Above Average,3.0,Average,47183,Married,White,Female,24,6,0,3
635,CECC-60FF,Elissa Seide,No Formal Qualifications,Information Systems,Technology,Software Engineer,3.0,Average,3.0,Average,54379,Single,White,Female,27,6,0,5
636,4A0E-9958,Axel Aicheson,Master's Degree,Information Systems,Technology,Machine Learning Engineer,3.7,Above Average,3.1,Average,89771,Married,Black or African American,Male,26,1,3,2
637,DA8E-9496,Tobias Polkinghorne,High School,Computer Science,Technology,Data Scientist,3.9,Above Average,3.5,Above Average,56449,Single,White,Male,27,3,0,4
638,05ED-92F1,Justus MacCall,Bachelor's Degree,Marketing,Sales,Sales Representative,4.2,Above Average,3.3,Average,28984,Single,Asian or Asian American,Non-Binary,27,3,1,3
639,D3EB-610D,Bo Cullabine,Master's Degree,Computer Science,Technology,Data Scientist,3.75,Above Average,3.25,Average,67447,Married,Mixed or multiple ethnic groups,Male,24,6,0,2
640,55B1-3712,Katine Fielder,Master's Degree,Information Systems,Technology,Data Scientist,4.25,Above Average,3.75,Above Average,22162,Married,White,Female,26,6,0,2
641,566A-FC64,Loria Pursey,Master's Degree,Marketing,Sales,Manager,4.25,Above Average,3.75,Above Average,255718,Divorced,Asian or Asian American,Female,27,6,3,2
642,8EAF-4F79,Marrilee Brosio,Bachelor's Degree,Information Systems,Technology,Senior Software Engineer,4.25,Above Average,3.75,Above Average,167879,Married,White,Female,27,6,2,3
643,25F5-0EAF,Amargo Briddock,Bachelor's Degree,Technical Degree,Sales,Sales Executive,4.25,Above Average,3.5,Above Average,104898,Divorced,Mixed or multiple ethnic groups,Non-Binary,26,6,1,3
644,291F-B604,Sebastien Lanmeid,Master's Degree,Information Systems,Technology,Data Scientist,3.6,Above Average,3.3,Average,28952,Divorced,Black or African American,Male,26,0,0,2
645,EE63-4E57,Margalo Pettwood,Master's Degree,Business Studies,Technology,Senior Software Engineer,4.25,Above Average,3.75,Above Average,133949,Single,White,Female,24,6,3,2
646,EE91-1A9C,Harley Dalliwater,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.4,Above Average,4.1,Above Average,21350,Married,Black or African American,Male,25,5,0,3
647,242A-4FA0,Nowell Prettyjohns,Master's Degree,Computer Science,Technology,Software Engineer,4.5,Excellent,4.25,Above Average,73825,Divorced,Black or African American,Male,25,6,3,2
648,F58A-302D,Travers Outhwaite,Master's Degree,Economics,Sales,Manager,3.5,Above Average,3.5,Above Average,290774,Divorced,Black or African American,Male,26,6,2,2
649,8733-BC3C,Kerwinn Fassum,Bachelor's Degree,Computer Science,Technology,Software Engineer,4.0,Above Average,3.25,Average,81726,Divorced,Asian or Asian American,Male,26,6,0,3
650,3D9E-FB05,Raynor Deane,Master's Degree,Economics,Sales,Sales Executive,4.25,Above Average,3.75,Above Average,75555,Married,Black or African American,Male,25,6,3,2
651,B407-ABCA,Obie Huke,Master's Degree,Economics,Sales,Sales Executive,4.2,Above Average,3.5,Above Average,60087,Single,Asian or Asian American,Male,26,4,1,2
652,11C2-2B5B,Aurlie Demeza,Bachelor's Degree,Computer Science,Technology,Machine Learning Engineer,4.5,Excellent,3.75,Above Average,92778,Divorced,Mixed or multiple ethnic groups,Female,26,6,2,3
653,801C-89BF,Maren Tizard,High School,Information Systems,Technology,Data Scientist,4.0,Above Average,3.75,Above Average,46151,Divorced,Asian or Asian American,Female,24,6,1,4
654,5BDE-7102,Rafaela Smurfit,High School,Computer Science,Technology,Engineering Manager,4.25,Above Average,3.5,Above Average,184441,Married,Black or African American,Female,25,6,1,4
655,6987-6124,Virgil Lippini,Master's Degree,Information Systems,Technology,Engineering Manager,4.0,Above Average,3.25,Average,182961,Single,White,Male,25,6,1,2
656,E81C-A653,Letta Leyban,High School,Marketing,Sales,Sales Executive,3.75,Above Average,3.5,Above Average,129366,Married,White,Female,27,6,0,4
657,4F22-FF67,Care Ireland,Bachelor's Degree,Computer Science,Technology,Software Engineer,4.25,Above Average,3.75,Above Average,28156,Single,White,Male,24,6,0,3
658,806F-B986,Judie Lowndsborough,High School,Information Systems,Technology,Machine Learning Engineer,3.75,Above Average,2.75,Average,93490,Married,White,Female,24,6,3,4
659,8F38-A4DD,Rosemonde Brimble,Bachelor's Degree,Computer Science,Technology,Software Engineer,3.5,Above Average,3.0,Average,27369,Single,White,Female,27,6,0,3
660,776A-CDBC,Catharina Sandle,High School,Economics,Sales,Sales Executive,3.5,Above Average,3.0,Average,82147,Married,Black or African American,Female,26,6,2,4
661,8FB2-4CE0,Kurtis Plane,Master's Degree,Computer Science,Technology,Data Scientist,3.9,Above Average,3.6,Above Average,37545,Single,White,Male,27,2,0,2
662,CC88-AE14,Barbi Wilsher,High School,Computer Science,Technology,Machine Learning Engineer,4.0,Above Average,3.0,Average,84770,Married,Mixed or multiple ethnic groups,Female,25,6,1,4
663,3261-373A,Dorey Arpur,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,3.75,Above Average,3.0,Average,99203,Married,White,Female,26,6,1,3
664,B90D-4BEF,Nancey Noades,Bachelor's Degree,Information Systems,Technology,Engineering Manager,4.25,Above Average,3.5,Above Average,388605,Married,Native Hawaiian ,Female,29,5,0,3
665,D754-4CDF,Brien Erett,Bachelor's Degree,Computer Science,Technology,Senior Software Engineer,4.25,Above Average,3.5,Above Average,55541,Married,White,Male,25,5,1,3
666,6D3B-AD28,Zsa zsa Valentin,Bachelor's Degree,Marketing,Sales,Sales Executive,4.5,Excellent,4.25,Above Average,94810,Single,White,Female,25,5,1,3
667,924E-1035,Scot Gamlen,High School,Marketing,Sales,Sales Executive,3.5,Above Average,3.0,Average,58345,Single,Native Hawaiian ,Male,23,5,1,4
668,EFB8-ED99,Jilli Allsupp,High School,Marketing,Sales,Sales Executive,3.5,Above Average,3.0,Average,43158,Single,White,Female,24,5,0,4
669,B122-D3D2,Gigi Wrack,High School,Other,Technology,Data Scientist,4.5,Excellent,4.5,Excellent,89366,Married,White,Female,26,5,1,4
670,1D87-3372,Cynthea Manilove,Bachelor's Degree,Computer Science,Technology,Engineering Manager,3.75,Above Average,3.0,Average,323488,Divorced,White,Prefer Not To Say,34,5,1,3
671,6A67-EC2C,Fionnula Charsley,Master's Degree,Marketing,Sales,Sales Executive,3.75,Above Average,3.5,Above Average,37626,Single,White,Female,23,5,1,2
672,D529-0BC2,Katharina Nehlsen,High School,Other,Technology,Data Scientist,3.75,Above Average,3.25,Average,38775,Married,White,Female,24,5,1,4
673,AE51-5502,Randy Luxford,Master's Degree,Business Studies,Technology,Data Scientist,4.0,Above Average,3.25,Average,25986,Married,American Indian or Alaska Native,Male,23,5,0,2
674,E442-1FEE,Nicoline Rippon,High School,Information Systems,Technology,Data Scientist,3.75,Above Average,3.5,Above Average,31698,Single,American Indian or Alaska Native,Female,25,5,1,4
675,D457-AB87,Geoffrey Bambery,Bachelor's Degree,Marketing,Sales,Sales Executive,4.0,Above Average,3.5,Above Average,105859,Married,Mixed or multiple ethnic groups,Male,24,5,0,3
676,9CC0-FF43,Gussy Gaber,Bachelor's Degree,Information Systems,Technology,Software Engineer,4.5,Excellent,4.25,Above Average,35586,Married,Mixed or multiple ethnic groups,Female,25,5,0,3
677,1BAE-4DA1,Jessalin Macrow,Master's Degree,Business Studies,Technology,Software Engineer,4.25,Above Average,3.75,Above Average,28288,Married,Mixed or multiple ethnic groups,Female,25,5,0,2
678,7486-A1B6,Ripley Woodvine,High School,Information Systems,Technology,Data Scientist,4.5,Excellent,4.0,Above Average,50570,Married,White,Male,23,5,2,4
679,DD1E-583D,Ashton Lauga,Bachelor's Degree,Human Resources,Human Resources,Recruiter,4.75,Excellent,4.25,Above Average,29428,Married,Mixed or multiple ethnic groups,Male,24,5,1,3
680,2857-A950,Chauncey Golt,High School,Economics,Sales,Sales Executive,4.25,Above Average,3.5,Above Average,64852,Married,Mixed or multiple ethnic groups,Male,24,5,2,4
681,5E53-1897,Hamish Carlsen,Master's Degree,Other,Technology,Software Engineer,4.5,Excellent,3.75,Above Average,87483,Married,Mixed or multiple ethnic groups,Male,23,5,0,2
682,B437-FCF8,Nettie Liley,High School,Information Systems,Technology,Analytics Manager,3.75,Above Average,3.25,Average,221954,Married,American Indian or Alaska Native,Female,26,5,1,4
683,B268-1642,Katerine Maffione,High School,Technical Degree,Sales,Sales Executive,4.0,Above Average,4.0,Above Average,61686,Married,White,Female,26,5,0,4
684,C77A-2348,Mortimer Planks,No Formal Qualifications,Information Systems,Technology,Software Engineer,4.5,Excellent,4.0,Above Average,45085,Married,White,Male,26,5,0,5
685,E7F5-0AD1,Walden Skuce,No Formal Qualifications,Computer Science,Technology,Machine Learning Engineer,4.0,Above Average,3.75,Above Average,55814,Married,Asian or Asian American,Male,24,5,0,5
686,7839-CA12,Orella Chappelle,Bachelor's Degree,Marketing,Sales,Sales Representative,3.9,Above Average,3.3,Average,23794,Single,White,Female,23,1,2,3
687,8462-E88A,Renault Dobbyn,Master's Degree,Marketing,Human Resources,HR Business Partner,4.25,Above Average,3.75,Above Average,190466,Single,Black or African American,Male,25,5,0,2
688,79E4-6632,Tailor Cansfield,High School,Computer Science,Technology,Software Engineer,3.5,Above Average,3.0,Average,37322,Married,Asian or Asian American,Male,23,5,0,4
689,097B-A688,Hillard Hulson,High School,Information Systems,Technology,Data Scientist,4.0,Above Average,3.75,Above Average,26198,Married,Native Hawaiian ,Male,23,5,0,4
690,A7F8-24EA,Antonio Nayer,Bachelor's Degree,Information Systems,Technology,Machine Learning Engineer,3.5,Above Average,3.0,Average,128126,Married,Black or African American,Male,24,5,1,3
691,8078-6154,Hattie Algeo,No Formal Qualifications,Marketing,Sales,Manager,3.75,Above Average,3.0,Average,172070,Married,White,Female,26,5,2,5
692,DEC5-9319,Gasparo Strewthers,Bachelor's Degree,Information Systems,Technology,Software Engineer,3.7,Above Average,3.2,Average,63709,Single,Asian or Asian American,Male,23,1,3,3
693,28F4-8367,Conny Iveans,Bachelor's Degree,Business Studies,Technology,Machine Learning Engineer,3.75,Above Average,3.0,Average,39456,Divorced,Mixed or multiple ethnic groups,Non-Binary,25,5,0,3
694,5C87-D7BB,Malory Dumbelton,Master's Degree,Computer Science,Technology,Software Engineer,3.75,Above Average,3.0,Average,67151,Single,Mixed or multiple ethnic groups,Female,25,5,1,2
695,D383-714B,Lindsey Hedley,Bachelor's Degree,Other,Technology,Data Scientist,4.0,Above Average,3.25,Average,29449,Married,White,Male,26,5,1,3
696,0D1B-DEC2,Celestine Kyngdon,Bachelor's Degree,Computer Science,Technology,Data Scientist,4.2,Above Average,3.8,Above Average,100586,Single,American Indian or Alaska Native,Non-Binary,24,4,0,3
697,DD04-BDF8,Kile Notton,Master's Degree,Economics,Human Resources,HR Executive,3.75,Above Average,3.0,Average,132102,Married,Black or African American,Male,25,5,0,2
698,7749-B277,Caryl Roycroft,PhD,Human Resources,Human Resources,HR Executive,4.0,Above Average,3.6,Above Average,44634,Married,Mixed or multiple ethnic groups,Male,24,4,1,1
699,2CA8-4E1B,Nicoline Pote,Bachelor's Degree,Business Studies,Technology,Software Engineer,3.9,Above Average,3.4,Average,28753,Single,Asian or Asian American,Non-Binary,23,2,0,3
700,EACC-D1F6,Garth Gove,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.9,Above Average,3.8,Above Average,27673,Married,White,Male,25,3,2,3
701,B8C3-5E0A,Joyous Muggleston,Bachelor's Degree,Computer Science,Technology,Data Scientist,3.75,Above Average,3.0,Average,26414,Divorced,White,Female,26,5,2,3
702,1A6D-AF5D,Clair Muldownie,Bachelor's Degree,Information Systems,Technology,Engineering Manager,4.0,Above Average,3.5,Above Average,243908,Single,White,Male,25,5,2,3
703,4FCD-7D65,Frannie Dunrige,Master's Degree,Computer Science,Technology,Senior Software Engineer,3.75,Above Average,3.25,Average,77358,Divorced,Asian or Asian American,Female,24,5,1,2
704,7279-6591,Bradan Rozzier,Bachelor's Degree,Marketing,Sales,Sales Executive,4.1,Above Average,3.4,Average,231843,Single,American Indian or Alaska Native,Male,41,1,0,3
705,6925-864E,Lilith Cargen,High School,Computer Science,Technology,Senior Software Engineer,4.25,Above Average,3.75,Above Average,43644,Divorced,White,Female,25,5,0,4
706,4563-8637,Vernor Farrell,High School,Marketing,Sales,Sales Executive,4.75,Excellent,3.75,Above Average,75635,Married,Mixed or multiple ethnic groups,Male,25,5,3,4
707,2546-1312,Carlos Galia,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.25,Above Average,3.75,Above Average,61054,Single,American Indian or Alaska Native,Male,25,5,1,3
708,FFCF-0BD5,Sky Mattioni,No Formal Qualifications,Marketing,Human Resources,Recruiter,4.0,Above Average,3.75,Above Average,30683,Married,Black or African American,Prefer Not To Say,23,5,2,5
709,7623-9AF1,Sosanna Armstrong,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.0,Above Average,3.0,Average,46809,Married,Mixed or multiple ethnic groups,Female,26,5,1,3
710,C973-E8E5,Bertie Murrells,Bachelor's Degree,Computer Science,Technology,Software Engineer,4.666666666666667,Excellent,4.666666666666667,Excellent,57722,Married,White,Male,26,5,3,3
711,763B-DE6E,Nat Fettes,Master's Degree,Computer Science,Technology,Software Engineer,3.3333333333333335,Average,2.6666666666666665,Average,23041,Divorced,White,Prefer Not To Say,23,5,0,2
712,7EEF-9A90,Sheryl Bridell,Master's Degree,Technical Degree,Sales,Sales Executive,4.666666666666667,Excellent,4.0,Above Average,83677,Married,Other ,Female,23,5,1,2
713,63B0-1036,Persis Christon,Bachelor's Degree,Business Studies,Technology,Software Engineer,3.6666666666666665,Above Average,3.0,Average,52957,Divorced,Mixed or multiple ethnic groups,Female,25,5,3,3
714,41FE-D257,Murdock Heinsius,Bachelor's Degree,Technical Degree,Sales,Sales Representative,4.1,Above Average,3.7,Above Average,23505,Single,Mixed or multiple ethnic groups,Male,23,1,0,3
715,D24B-5AC8,Horatio Chaffen,Master's Degree,Information Systems,Technology,Data Scientist,4.0,Above Average,3.6666666666666665,Above Average,38022,Married,Mixed or multiple ethnic groups,Male,24,5,1,2
716,F7B0-E6B2,Tarrance Reidshaw,High School,Computer Science,Technology,Data Scientist,3.3333333333333335,Average,3.0,Average,63078,Divorced,White,Male,24,5,0,4
717,9C6C-E5CE,Damon Nice,Bachelor's Degree,Information Systems,Technology,Data Scientist,4.666666666666667,Excellent,4.333333333333333,Above Average,29890,Single,Asian or Asian American,Non-Binary,23,5,0,3
718,184D-06FF,Waly McCoish,Master's Degree,Computer Science,Technology,Data Scientist,3.3333333333333335,Average,3.3333333333333335,Average,35757,Divorced,White,Female,26,5,1,2
719,2B70-5A31,Justinian Ladell,Bachelor's Degree,Computer Science,Technology,Software Engineer,4.333333333333333,Above Average,3.6666666666666665,Above Average,44082,Married,Mixed or multiple ethnic groups,Male,25,5,2,3
720,EDF2-2659,Robena Oris,No Formal Qualifications,Information Systems,Technology,Senior Software Engineer,3.3333333333333335,Average,2.6666666666666665,Average,64398,Divorced,White,Female,25,5,2,5
721,0BAF-7454,Ninnette Braganza,Master's Degree,Computer Science,Technology,Software Engineer,3.0,Average,2.0,Below Average,37530,Single,White,Non-Binary,26,5,3,2
722,8373-07C6,Inge Bullon,Master's Degree,Information Systems,Technology,Engineering Manager,3.0,Average,3.0,Average,261970,Married,White,Female,25,5,0,2
723,BAFA-86DF,Rolfe Ketchaside,Master's Degree,Business Studies,Technology,Software Engineer,4.2,Above Average,3.9,Above Average,35373,Married,Mixed or multiple ethnic groups,Male,26,4,1,2
724,74B4-CB7A,Eddi Holywell,Bachelor's Degree,Human Resources,Human Resources,HR Business Partner,3.6666666666666665,Above Average,3.0,Average,240035,Single,White,Non-Binary,26,5,2,3
725,4C66-6E16,Niki Boseley,Master's Degree,Information Systems,Technology,Engineering Manager,3.6666666666666665,Above Average,3.6666666666666665,Above Average,335261,Single,Black or African American,Male,33,5,3,2
726,D6D2-184B,Valenka Kayley,Bachelor's Degree,Information Systems,Technology,Senior Software Engineer,4.666666666666667,Excellent,4.0,Above Average,115399,Single,White,Female,24,5,3,3
727,FB1D-5A51,Allys Ruberry,Bachelor's Degree,Information Systems,Technology,Software Engineer,3.0,Average,2.3333333333333335,Below Average,25500,Divorced,Mixed or multiple ethnic groups,Female,23,5,1,3
728,5AA7-C7BA,Reggis Greenset,Master's Degree,Information Systems,Technology,Engineering Manager,3.6666666666666665,Above Average,3.3333333333333335,Average,292386,Divorced,American Indian or Alaska Native,Male,26,5,1,2
729,3E50-011E,Carol Burgill,Master's Degree,Information Systems,Technology,Machine Learning Engineer,4.333333333333333,Above Average,3.6666666666666665,Above Average,158330,Married,White,Female,24,5,1,2
730,3992-22AD,Kristal le Keux,Bachelor's Degree,Marketing,Sales,Sales Executive,4.0,Above Average,3.3333333333333335,Average,48917,Single,Other ,Female,25,5,0,3
731,5642-6F1E,Lisette Govett,High School,Economics,Sales,Sales Executive,4.666666666666667,Excellent,3.6666666666666665,Above Average,65194,Single,White,Non-Binary,26,5,3,4
732,005C-E0FB,Fin O'Halleghane,Master's Degree,Marketing,Sales,Sales Executive,3.6666666666666665,Above Average,3.3333333333333335,Average,56155,Married,White,Non-Binary,24,5,2,2
733,45BA-6683,Hort Rawstron,No Formal Qualifications,Other,Technology,Data Scientist,3.6666666666666665,Above Average,2.6666666666666665,Average,47648,Divorced,Black or African American,Male,23,5,0,5
734,D29C-A21F,Ebenezer Bontein,Bachelor's Degree,Information Systems,Technology,Software Engineer,4.0,Above Average,3.3333333333333335,Average,22525,Married,Black or African American,Male,25,5,1,3
735,473C-EA4E,Myron Millard,PhD,Computer Science,Technology,Engineering Manager,4.0,Above Average,3.0,Average,246505,Married,Mixed or multiple ethnic groups,Male,26,5,1,1
736,5F5B-83B1,Michelina Chester,High School,Computer Science,Technology,Engineering Manager,3.6666666666666665,Above Average,3.3333333333333335,Average,293425,Single,White,Female,38,5,1,4
737,E9D9-787A,Lyn Walczynski,No Formal Qualifications,Computer Science,Technology,Senior Software Engineer,3.6666666666666665,Above Average,3.3333333333333335,Average,207687,Married,White,Male,26,5,3,5
738,8328-A764,Granger Kenworthey,Master's Degree,Other,Technology,Software Engineer,4.333333333333333,Above Average,3.3333333333333335,Average,30720,Married,Mixed or multiple ethnic groups,Male,24,5,1,2
739,90EB-28D4,Veronique Tremelling,No Formal Qualifications,Economics,Sales,Sales Representative,4.0,Above Average,3.3333333333333335,Average,26608,Single,Black or African American,Female,24,5,2,5
740,E399-E4F6,Edan Fechnie,Master's Degree,Marketing,Sales,Sales Executive,3.6666666666666665,Above Average,3.3333333333333335,Average,105502,Married,American Indian or Alaska Native,Male,24,5,0,2
741,BEE2-8052,Letta Mattea,Bachelor's Degree,Computer Science,Technology,Software Engineer,4.666666666666667,Excellent,3.6666666666666665,Above Average,74096,Single,Black or African American,Female,26,5,1,3
742,0DC1-7EE4,Juliette Nissle,Master's Degree,Other,Technology,Senior Software Engineer,3.3333333333333335,Average,3.0,Average,68762,Single,White,Female,25,5,0,2
743,63D2-F412,Bab Antonelli,No Formal Qualifications,Marketing,Sales,Sales Executive,4.0,Above Average,3.6666666666666665,Above Average,58631,Married,White,Female,25,5,2,5
744,4467-6B8F,Shandeigh Plott,Master's Degree,Information Systems,Technology,Machine Learning Engineer,3.3333333333333335,Average,2.6666666666666665,Average,79324,Divorced,Mixed or multiple ethnic groups,Female,26,5,1,2
745,0626-7020,Ketti Carney,High School,Information Systems,Technology,Senior Software Engineer,4.666666666666667,Excellent,4.333333333333333,Above Average,126527,Married,Black or African American,Female,24,5,1,4
746,C0B9-E4C1,Illa MacPherson,High School,Computer Science,Technology,Machine Learning Engineer,3.6666666666666665,Above Average,3.0,Average,80779,Married,White,Female,25,5,0,4
747,16B6-9C29,Claribel Hebron,High School,Marketing,Sales,Sales Executive,3.6666666666666665,Above Average,3.0,Average,62868,Single,White,Female,26,5,0,4
748,3A36-DA50,Leia Jackes,Bachelor's Degree,Information Systems,Technology,Senior Software Engineer,4.0,Above Average,3.3333333333333335,Average,80374,Married,White,Female,24,5,2,3
749,5609-8585,Matthieu Oulet,Master's Degree,Marketing,Sales,Sales Executive,4.333333333333333,Above Average,4.0,Above Average,64277,Single,American Indian or Alaska Native,Male,24,5,1,2
750,4971-33F9,Fremont Ackenson,Master's Degree,Business Studies,Technology,Senior Software Engineer,3.6666666666666665,Above Average,3.3333333333333335,Average,184411,Divorced,American Indian or Alaska Native,Male,41,5,1,2
751,FC24-43F6,Stevana Djorvic,Bachelor's Degree,Computer Science,Technology,Data Scientist,4.333333333333333,Above Average,4.333333333333333,Above Average,34805,Married,Black or African American,Female,26,5,0,3
752,E73A-F20A,Antonino Woodhams,High School,Computer Science,Technology,Machine Learning Engineer,4.333333333333333,Above Average,4.333333333333333,Above Average,200350,Married,White,Male,33,5,0,4
753,B57F-B5CE,Adriano Blackshaw,PhD,Information Systems,Technology,Machine Learning Engineer,4.0,Above Average,4.0,Above Average,78934,Married,White,Male,26,5,1,1
754,1D32-9620,Eldredge Probyn,High School,Human Resources,Human Resources,HR Executive,3.6666666666666665,Above Average,3.0,Average,55805,Married,Other ,Male,23,5,1,4
755,5A78-0F17,Wilfred Jasik,Bachelor's Degree,Marketing,Sales,Sales Executive,4.333333333333333,Above Average,3.6666666666666665,Above Average,104176,Married,Black or African American,Male,26,5,0,3
756,D045-B6CA,Petrina Inkpin,Master's Degree,Information Systems,Technology,Software Engineer,3.9,Above Average,3.4,Average,71198,Married,Black or African American,Female,26,5,1,2
757,0EA5-3A95,Brooks Lackeye,Bachelor's Degree,Business Studies,Technology,Software Engineer,3.6666666666666665,Above Average,2.6666666666666665,Average,53271,Married,Mixed or multiple ethnic groups,Female,25,5,0,3
758,36E1-3DDF,Connie Widocks,High School,Computer Science,Technology,Software Engineer,4.333333333333333,Above Average,3.3333333333333335,Average,34657,Single,Black or African American,Non-Binary,24,5,1,4
759,35D2-818A,Sonja Crone,Master's Degree,Other,Technology,Software Engineer,3.6666666666666665,Above Average,3.6666666666666665,Above Average,62602,Married,White,Female,26,5,2,2
760,2BD8-20A6,Berna Patnelli,PhD,Information Systems,Technology,Engineering Manager,3.3333333333333335,Average,3.0,Average,310285,Single,Mixed or multiple ethnic groups,Female,35,5,1,1
761,84E7-02D4,Padraic MacParlan,PhD,Business Studies,Technology,Machine Learning Engineer,3.9,Above Average,3.4,Average,161600,Married,White,Male,26,5,1,1
762,7D2D-3831,Davon Swetland,Bachelor's Degree,Information Systems,Technology,Data Scientist,3.3333333333333335,Average,2.6666666666666665,Average,37742,Divorced,Black or African American,Male,25,5,0,3
763,FB4B-067E,Adan Sunderland,Bachelor's Degree,Computer Science,Technology,Engineering Manager,4.333333333333333,Above Average,3.6666666666666665,Above Average,442820,Married,White,Female,31,5,0,3
764,1243-8B63,Jourdain Kither,Master's Degree,Business Studies,Technology,Senior Software Engineer,4.666666666666667,Excellent,4.0,Above Average,110761,Married,Black or African American,Male,26,5,0,2
765,D75C-3E43,Clint Widdicombe,Master's Degree,Other,Technology,Engineering Manager,3.3333333333333335,Average,2.6666666666666665,Average,204154,Divorced,Native Hawaiian ,Male,25,5,1,2
766,3747-3110,Sarge Antowski,Bachelor's Degree,Computer Science,Technology,Software Engineer,4.0,Above Average,3.6666666666666665,Above Average,35776,Married,Black or African American,Male,23,5,0,3
767,05F0-6F7B,Ashlee Mc Combe,No Formal Qualifications,Information Systems,Technology,Data Scientist,4.333333333333333,Above Average,4.333333333333333,Above Average,100818,Single,White,Female,24,5,1,5
768,D712-9E1C,Audi Pibworth,High School,Economics,Sales,Sales Executive,3.6666666666666665,Above Average,3.3333333333333335,Average,85238,Single,Black or African American,Non-Binary,24,5,1,4
769,BBE1-D4A5,Fransisco Minerdo,Bachelor's Degree,Computer Science,Technology,Software Engineer,3.6666666666666665,Above Average,3.0,Average,33202,Single,White,Male,24,5,1,3
770,B1BC-0011,Rea Legister,High School,Business Studies,Technology,Data Scientist,4.666666666666667,Excellent,4.0,Above Average,36098,Divorced,White,Female,23,4,3,4
771,3653-D544,Adria Smurfit,High School,Technical Degree,Sales,Sales Executive,3.6666666666666665,Above Average,3.3333333333333335,Average,91332,Married,Black or African American,Female,25,4,3,4
772,A53B-DF3C,Sadye Wiggin,Master's Degree,Computer Science,Technology,Data Scientist,3.6666666666666665,Above Average,3.0,Average,39732,Married,White,Female,22,4,1,2
773,9BE8-2C44,Bail Elsworth,Bachelor's Degree,Marketing,Sales,Sales Executive,4.0,Above Average,3.3333333333333335,Average,72758,Married,Black or African American,Male,25,4,2,3
